-0.001  1.2440E-0009
0.009  2.1627E-0008
0.019  4.1818E-0008
0.028  6.0191E-0008
0.039  7.8852E-0008
0.049  9.6172E-0008
0.059  1.1368E-0007
0.069  1.2877E-0007
0.079  1.4386E-0007
0.089  1.5795E-0007
0.099  1.7103E-0007
0.108  1.8310E-0007
0.119  1.9517E-0007
0.129  2.0523E-0007
0.139  2.1630E-0007
0.148  2.2535E-0007
0.179  2.5050E-0007
0.209  2.7264E-0007
0.242  2.9276E-0007
0.272  3.1087E-0007
0.301  3.2696E-0007
0.332  3.4004E-0007
0.362  3.5412E-0007
0.392  3.6620E-0007
0.422  3.7726E-0007
0.452  3.8732E-0007
0.482  3.9839E-0007
0.509  4.0543E-0007
0.539  4.1449E-0007
0.569  4.2254E-0007
0.600  4.3260E-0007
0.630  4.3964E-0007
0.660  4.4769E-0007
0.690  4.5473E-0007
0.720  4.6278E-0007
0.750  4.6881E-0007
0.780  4.7586E-0007
0.810  4.8290E-0007
0.840  4.8994E-0007
0.870  4.9598E-0007
0.900  5.0201E-0007
0.930  5.0604E-0007
0.961  5.1408E-0007
0.991  5.1811E-0007
1.019  5.2213E-0007
1.060  5.3018E-0007
1.100  5.3924E-0007
1.139  5.4427E-0007
1.179  5.5332E-0007
1.220  5.5936E-0007
1.261  5.6439E-0007
1.301  5.7143E-0007
1.341  5.7746E-0007
1.380  5.8249E-0007
1.420  5.8954E-0007
1.460  5.9457E-0007
1.501  5.9859E-0007
1.540  6.0664E-0007
1.581  6.1066E-0007
1.624  6.1670E-0007
1.664  6.2173E-0007
1.704  6.2777E-0007
1.744  6.3280E-0007
1.784  6.3783E-0007
1.824  6.4588E-0007
1.864  6.4990E-0007
1.905  6.5493E-0007
1.945  6.6097E-0007
1.985  6.6398E-0007
2.025  6.7103E-0007
2.126  6.8310E-0007
2.225  6.9517E-0007
2.326  7.0523E-0007
2.426  7.1831E-0007
2.527  7.2837E-0007
2.626  7.4044E-0007
2.727  7.5251E-0007
2.827  7.6358E-0007
2.927  7.7666E-0007
3.027  7.8571E-0007
3.228  8.0584E-0007
3.427  8.2596E-0007
3.627  8.4708E-0007
3.827  8.6720E-0007
4.027  8.8732E-0007
4.227  9.0644E-0007
4.427  9.2757E-0007
4.626  9.4869E-0007
4.826  9.7183E-0007
