0.006  2.6603E-0008
0.016  6.6029E-0008
0.026  1.0563E-0007
0.036  1.4487E-0007
0.046  1.8410E-0007
0.056  2.2233E-0007
0.066  2.6157E-0007
0.076  2.9980E-0007
0.086  3.3803E-0007
0.096  3.7525E-0007
0.106  4.1348E-0007
0.116  4.5372E-0007
0.126  4.8994E-0007
0.136  5.2616E-0007
0.146  5.6539E-0007
0.156  6.0563E-0007
0.166  6.4286E-0007
0.176  6.8209E-0007
0.186  7.2837E-0007
0.196  7.6761E-0007
0.206  8.1187E-0007
0.217  8.5312E-0007
0.227  9.0040E-0007
0.236  9.4266E-0007
0.246  9.8592E-0007
0.256  1.0433E-0006
0.267  1.0805E-0006
0.276  1.1308E-0006
0.286  1.1710E-0006
0.297  1.2133E-0006
0.307  1.2696E-0006
0.316  1.3159E-0006
0.327  1.3541E-0006
0.337  1.4105E-0006
0.347  1.4648E-0006
0.357  1.5101E-0006
0.366  1.5594E-0006
0.377  1.6076E-0006
0.387  1.6479E-0006
0.397  1.6982E-0006
0.407  1.7354E-0006
0.417  1.7928E-0006
0.427  1.8461E-0006
0.437  1.8924E-0006
0.447  1.9336E-0006
0.458  1.9899E-0006
0.467  2.0382E-0006
0.477  2.0765E-0006
0.487  2.1258E-0006
0.497  2.1670E-0006
0.507  2.2082E-0006
0.517  2.2596E-0006
0.547  2.4245E-0006
0.578  2.5815E-0006
0.608  2.7233E-0006
0.637  2.8863E-0006
0.668  3.0171E-0006
0.698  3.1519E-0006
0.729  3.2787E-0006
0.758  3.4185E-0006
0.788  3.5553E-0006
0.818  3.6911E-0006
0.849  3.8340E-0006
0.878  3.9608E-0006
0.909  4.0755E-0006
0.939  4.1982E-0006
0.970  4.3280E-0006
0.999  4.4799E-0006
1.029  4.5996E-0006
1.069  4.8139E-0006
1.109  5.0634E-0006
1.150  5.5687E-0006
1.189  5.6874E-0006
1.230  5.9050E-0006
1.270  6.1820E-0006
1.310  6.5084E-0006
1.350  6.8447E-0006
1.391  7.2206E-0006
1.431  7.6459E-0006
1.471  8.0712E-0006
1.511  8.5361E-0006
1.552  9.0307E-0006
1.591  9.5549E-0006
1.632  1.0129E-0005
1.672  1.0722E-0005
1.712  1.1306E-0005
1.752  1.1968E-0005
1.793  1.2631E-0005
1.832  1.3314E-0005
1.873  1.4016E-0005
1.913  1.4748E-0005
1.953  1.5490E-0005
1.993  1.6251E-0005
2.033  1.7033E-0005
2.135  1.8971E-0005
2.234  2.1019E-0005
2.336  2.3116E-0005
2.435  2.5292E-0005
2.535  2.7488E-0005
2.632  2.9624E-0005
2.733  3.1860E-0005
2.833  3.3996E-0005
2.934  3.6251E-0005
3.035  3.8427E-0005
3.234  4.2859E-0005
3.434  4.7349E-0005
3.639  5.1256E-0005
3.835  5.5276E-0005
4.036  6.0302E-0005
4.238  6.6332E-0005
4.438  7.0352E-0005
4.634  7.5377E-0005
4.838  8.0402E-0005
