0.006  8.1340E-0009
0.016  2.9856E-0008
0.026  5.2440E-0008
0.036  7.7129E-0008
0.046  1.0362E-0007
0.056  1.3078E-0007
0.066  1.5795E-0007
0.076  1.8813E-0007
0.086  2.1831E-0007
0.096  2.4950E-0007
0.106  2.8169E-0007
0.116  3.1590E-0007
0.126  3.4909E-0007
0.136  3.8632E-0007
0.146  4.2354E-0007
0.156  4.6177E-0007
0.166  4.9799E-0007
0.176  5.3924E-0007
0.186  5.8048E-0007
0.196  6.2274E-0007
0.206  6.6499E-0007
0.217  7.0926E-0007
0.227  7.5755E-0007
0.236  8.0483E-0007
0.246  8.5412E-0007
0.256  9.0543E-0007
0.267  9.5573E-0007
0.276  1.0121E-0006
0.286  1.0654E-0006
0.297  1.1207E-0006
0.307  1.1781E-0006
0.316  1.2384E-0006
0.327  1.2907E-0006
0.337  1.3561E-0006
0.347  1.4175E-0006
0.357  1.4779E-0006
0.366  1.5412E-0006
0.377  1.6066E-0006
0.387  1.6771E-0006
0.397  1.7384E-0006
0.407  1.8038E-0006
0.417  1.8732E-0006
0.427  1.9386E-0006
0.437  2.0010E-0006
0.447  2.0714E-0006
0.458  2.1429E-0006
0.467  2.2072E-0006
0.477  2.2807E-0006
0.487  2.3491E-0006
0.497  2.4175E-0006
0.507  2.4889E-0006
0.517  2.5654E-0006
0.547  2.7867E-0006
0.578  3.0101E-0006
0.608  3.2213E-0006
0.637  3.4447E-0006
0.668  3.6610E-0006
0.698  3.8642E-0006
0.729  4.0664E-0006
0.758  4.2656E-0006
0.788  4.4658E-0006
0.818  4.6509E-0006
0.849  4.8481E-0006
0.878  5.0503E-0006
0.909  5.4204E-0006
0.939  5.5193E-0006
0.970  5.6874E-0006
0.999  5.9050E-0006
1.029  6.1128E-0006
1.069  6.4590E-0006
1.109  6.8249E-0006
1.150  7.2107E-0006
1.189  7.6261E-0006
1.230  8.0811E-0006
1.270  8.5658E-0006
1.310  9.0999E-0006
1.350  9.6637E-0006
1.391  1.0277E-0005
1.431  1.0920E-0005
1.471  1.1622E-0005
1.511  1.2344E-0005
1.551  1.3126E-0005
1.591  1.3927E-0005
1.632  1.4758E-0005
1.672  1.5598E-0005
1.712  1.6548E-0005
1.752  1.7468E-0005
1.793  1.8408E-0005
1.832  1.9416E-0005
1.873  2.0386E-0005
1.913  2.1405E-0005
1.953  2.2433E-0005
1.993  2.3482E-0005
2.033  2.4540E-0005
2.135  2.7240E-0005
2.234  2.9970E-0005
2.336  3.2760E-0005
2.435  3.5589E-0005
2.535  3.8447E-0005
2.632  4.1296E-0005
2.734  4.4214E-0005
2.833  4.7201E-0005
2.934  5.0138E-0005
3.034  5.1256E-0005
3.234  5.8291E-0005
3.434  6.4322E-0005
3.640  7.0352E-0005
3.835  7.6382E-0005
4.036  8.1407E-0005
4.238  8.7437E-0005
4.438  9.1457E-0005
4.634  9.7487E-0005
4.839  1.0151E-0004
