0.009  3.3589E-0008
0.019  7.6459E-0008
0.028  1.2374E-0007
0.039  1.7103E-0007
0.049  2.1932E-0007
0.059  2.7062E-0007
0.069  3.2596E-0007
0.079  3.8129E-0007
0.089  4.3662E-0007
0.099  4.9799E-0007
0.108  5.6036E-0007
0.119  6.2173E-0007
0.129  6.9316E-0007
0.139  7.6559E-0007
0.148  8.3199E-0007
0.179  1.0443E-0006
0.209  1.2736E-0006
0.242  1.5262E-0006
0.272  1.7606E-0006
0.302  2.0060E-0006
0.332  2.2575E-0006
0.362  2.5050E-0006
0.392  2.7414E-0006
0.422  2.9940E-0006
0.452  3.2153E-0006
0.482  3.4527E-0006
0.509  3.6690E-0006
0.539  3.8954E-0006
0.570  4.1117E-0006
0.600  4.3260E-0006
0.630  4.5433E-0006
0.660  4.7374E-0006
0.690  4.9316E-0006
0.720  5.0841E-0006
0.750  5.2720E-0006
0.780  5.4501E-0006
0.810  5.6281E-0006
0.840  5.7962E-0006
0.870  5.9644E-0006
0.900  6.1227E-0006
0.931  6.2710E-0006
0.961  6.3996E-0006
0.991  6.5480E-0006
1.019  6.6766E-0006
1.060  6.8546E-0006
1.100  7.0129E-0006
1.140  7.1711E-0006
1.180  7.3294E-0006
1.220  7.4876E-0006
1.261  7.6261E-0006
1.301  7.7646E-0006
1.341  7.8932E-0006
1.380  8.0218E-0006
1.421  8.1405E-0006
1.460  8.2591E-0006
1.501  8.3778E-0006
1.540  8.4965E-0006
1.581  8.6053E-0006
1.624  8.7141E-0006
1.664  8.8032E-0006
1.704  8.8922E-0006
1.744  8.9911E-0006
1.784  9.0900E-0006
1.824  9.1790E-0006
1.865  9.2779E-0006
1.905  9.3571E-0006
1.945  9.4461E-0006
1.985  9.5351E-0006
2.025  9.6241E-0006
2.126  9.8319E-0006
2.225  1.0089E-0005
2.326  1.0218E-0005
2.427  1.0445E-0005
2.527  1.0593E-0005
2.627  1.0811E-0005
2.727  1.0930E-0005
2.827  1.1108E-0005
2.927  1.1276E-0005
3.027  1.1434E-0005
3.228  1.1771E-0005
3.428  1.2087E-0005
3.628  1.2433E-0005
3.827  1.2730E-0005
4.027  1.3037E-0005
4.227  1.3343E-0005
4.427  1.3660E-0005
4.626  1.3976E-0005
4.826  1.4243E-0005
