0.005  3.7321E-0009
0.016  1.9330E-0008
0.026  3.5789E-0008
0.036  5.3684E-0008
0.045  7.3301E-0008
0.056  9.3206E-0008
0.066  1.1670E-0007
0.076  1.3984E-0007
0.086  1.6398E-0007
0.096  1.8913E-0007
0.106  2.1529E-0007
0.116  2.4346E-0007
0.126  2.7264E-0007
0.136  3.0080E-0007
0.146  3.3199E-0007
0.156  3.6419E-0007
0.166  3.9437E-0007
0.176  4.3159E-0007
0.186  4.6479E-0007
0.196  5.0101E-0007
0.206  5.3722E-0007
0.216  5.7445E-0007
0.227  6.1368E-0007
0.236  6.5292E-0007
0.246  6.9718E-0007
0.256  7.3843E-0007
0.267  7.7968E-0007
0.276  8.2596E-0007
0.286  8.7022E-0007
0.296  9.1751E-0007
0.307  9.6479E-0007
0.316  1.0141E-0006
0.327  1.0634E-0006
0.337  1.1087E-0006
0.347  1.1660E-0006
0.357  1.2183E-0006
0.366  1.2736E-0006
0.377  1.3330E-0006
0.387  1.3843E-0006
0.397  1.4406E-0006
0.407  1.5030E-0006
0.417  1.5594E-0006
0.427  1.6217E-0006
0.437  1.6841E-0006
0.447  1.7435E-0006
0.458  1.8048E-0006
0.467  1.8672E-0006
0.477  1.9245E-0006
0.487  1.9829E-0006
0.497  2.0412E-0006
0.507  2.1006E-0006
0.517  2.1640E-0006
0.547  2.3652E-0006
0.578  2.5563E-0006
0.607  2.7525E-0006
0.637  2.9406E-0006
0.667  3.1157E-0006
0.697  3.3008E-0006
0.728  3.4698E-0006
0.758  3.6479E-0006
0.788  3.8179E-0006
0.818  3.9748E-0006
0.849  4.1549E-0006
0.878  4.3340E-0006
0.908  4.5080E-0006
0.939  4.6962E-0006
0.970  4.8913E-0006
0.999  5.0835E-0006
1.029  5.4501E-0006
1.069  5.6677E-0006
1.109  5.9743E-0006
1.149  6.3304E-0006
1.189  6.7557E-0006
1.230  7.1909E-0006
1.270  7.6855E-0006
1.310  8.2196E-0006
1.350  8.7933E-0006
1.391  9.3966E-0006
1.431  1.0049E-0005
1.471  1.0762E-0005
1.511  1.1474E-0005
1.551  1.2245E-0005
1.591  1.3027E-0005
1.632  1.3867E-0005
1.672  1.4748E-0005
1.712  1.5598E-0005
1.752  1.6518E-0005
1.792  1.7468E-0005
1.832  1.8417E-0005
1.873  1.9377E-0005
1.913  2.0346E-0005
1.953  2.1325E-0005
1.993  2.2334E-0005
2.033  2.3353E-0005
2.135  2.5875E-0005
2.234  2.8437E-0005
2.336  3.1078E-0005
2.435  3.3729E-0005
2.535  3.6439E-0005
2.632  3.9060E-0005
2.733  4.1761E-0005
2.833  4.4481E-0005
2.934  4.7201E-0005
3.035  4.9832E-0005
3.234  5.4271E-0005
3.434  5.9296E-0005
3.638  6.5327E-0005
3.834  7.0352E-0005
4.036  7.5377E-0005
4.237  8.0402E-0005
4.436  8.4422E-0005
4.634  8.8442E-0005
4.837  9.2462E-0005
