0.009  2.3349E-0008
0.019  4.8134E-0008
0.028  7.1962E-0008
0.039  9.6268E-0008
0.049  1.1972E-0007
0.059  1.4085E-0007
0.069  1.6197E-0007
0.079  1.8209E-0007
0.089  1.9920E-0007
0.099  2.1730E-0007
0.108  2.3441E-0007
0.119  2.5050E-0007
0.129  2.6559E-0007
0.139  2.7968E-0007
0.148  2.9276E-0007
0.179  3.2897E-0007
0.209  3.6016E-0007
0.242  3.8833E-0007
0.272  4.1247E-0007
0.301  4.3461E-0007
0.331  4.5372E-0007
0.362  4.7183E-0007
0.392  4.8793E-0007
0.422  5.0402E-0007
0.452  5.1811E-0007
0.482  5.3219E-0007
0.509  5.4427E-0007
0.539  5.5734E-0007
0.569  5.6942E-0007
0.600  5.8149E-0007
0.630  5.9356E-0007
0.659  6.0262E-0007
0.690  6.1368E-0007
0.720  6.2374E-0007
0.750  6.3179E-0007
0.780  6.4085E-0007
0.810  6.4990E-0007
0.840  6.5895E-0007
0.870  6.6801E-0007
0.900  6.7505E-0007
0.930  6.8310E-0007
0.961  6.9115E-0007
0.990  6.9819E-0007
1.019  7.0624E-0007
1.060  7.1630E-0007
1.100  7.2435E-0007
1.139  7.3340E-0007
1.179  7.4346E-0007
1.220  7.5151E-0007
1.261  7.6056E-0007
1.301  7.6962E-0007
1.341  7.7666E-0007
1.380  7.8571E-0007
1.420  7.9276E-0007
1.460  8.0081E-0007
1.500  8.0885E-0007
1.540  8.1690E-0007
1.580  8.2394E-0007
1.624  8.3199E-0007
1.664  8.4004E-0007
1.704  8.4608E-0007
1.744  8.5312E-0007
1.784  8.6117E-0007
1.824  8.6821E-0007
1.864  8.7525E-0007
1.905  8.8330E-0007
1.945  8.9034E-0007
1.985  8.9638E-0007
2.025  9.0342E-0007
2.126  9.1952E-0007
2.225  9.3561E-0007
2.326  9.5272E-0007
2.426  9.6781E-0007
2.527  9.8290E-0007
2.626  9.9799E-0007
2.727  1.0131E-0006
2.827  1.0272E-0006
2.927  1.0412E-0006
3.027  1.0563E-0006
3.228  1.0825E-0006
3.427  1.1107E-0006
3.627  1.1378E-0006
3.827  1.1640E-0006
4.027  1.1911E-0006
4.227  1.2183E-0006
4.427  1.2445E-0006
4.626  1.2726E-0006
4.826  1.2998E-0006
