-0.005  6.6986E-0009
-0.001  1.5598E-0008
0.009  2.9665E-0008
0.019  4.2679E-0008
0.028  5.5215E-0008
0.039  6.6220E-0008
0.049  7.6172E-0008
0.059  8.6124E-0008
0.069  9.3302E-0008
0.079  1.0262E-0007
0.089  1.0966E-0007
0.099  1.1771E-0007
0.109  1.2274E-0007
0.119  1.2877E-0007
0.129  1.3380E-0007
0.139  1.3883E-0007
0.148  1.4386E-0007
0.179  1.5594E-0007
0.209  1.6600E-0007
0.242  1.7706E-0007
0.272  1.8511E-0007
0.301  1.9215E-0007
0.332  2.0020E-0007
0.362  2.0724E-0007
0.392  2.1328E-0007
0.422  2.2032E-0007
0.452  2.2535E-0007
0.482  2.2938E-0007
0.509  2.3340E-0007
0.539  2.3843E-0007
0.569  2.4346E-0007
0.600  2.4849E-0007
0.630  2.4950E-0007
0.660  2.5553E-0007
0.690  2.5855E-0007
0.720  2.5956E-0007
0.750  2.6660E-0007
0.780  2.6962E-0007
0.810  2.7364E-0007
0.840  2.7666E-0007
0.870  2.7867E-0007
0.900  2.8471E-0007
0.931  2.8873E-0007
0.961  2.9074E-0007
0.991  2.9276E-0007
1.019  2.9477E-0007
1.060  2.9779E-0007
1.100  3.0080E-0007
1.139  3.0583E-0007
1.179  3.0785E-0007
1.220  3.1187E-0007
1.261  3.1388E-0007
1.300  3.1992E-0007
1.341  3.2093E-0007
1.380  3.2596E-0007
1.420  3.2696E-0007
1.460  3.2998E-0007
1.500  3.3400E-0007
1.540  3.3903E-0007
1.580  3.3803E-0007
1.624  3.4406E-0007
1.664  3.4809E-0007
1.704  3.4708E-0007
1.744  3.5010E-0007
1.784  3.5412E-0007
1.824  3.5815E-0007
1.864  3.6217E-0007
1.905  3.6318E-0007
1.945  3.6419E-0007
1.985  3.6720E-0007
2.025  3.6922E-0007
2.126  3.7324E-0007
2.225  3.8229E-0007
2.326  3.8833E-0007
2.426  3.9336E-0007
2.527  4.0241E-0007
2.626  4.0744E-0007
2.727  4.1247E-0007
2.827  4.1952E-0007
2.927  4.2757E-0007
3.027  4.2958E-0007
3.228  4.4467E-0007
3.427  4.5775E-0007
3.627  4.6982E-0007
3.827  4.8390E-0007
4.027  4.9396E-0007
4.227  5.0805E-0007
4.427  5.2213E-0007
4.626  5.3421E-0007
4.826  5.4728E-0007
