2.425	0.0024169
2.37	0.002205
2.316	0.002004
2.263	0.0018149
2.209	0.0016368
2.155	0.0014706
2.104	0.0013184
2.05	0.0011801
2.029	0.0011254
2.008	0.0010726
1.987	0.0010229
1.967	9.7313E-4
1.946	9.2637E-4
1.925	8.8159E-4
1.904	8.3781E-4
1.883	7.9602E-4
1.863	7.5622E-4
1.842	7.1741E-4
1.821	6.8159E-4
1.801	6.4677E-4
1.78	6.1294E-4
1.759	5.8109E-4
1.739	5.5025E-4
1.718	5.194E-4
1.697	4.9859E-4
1.677	4.7296E-4
1.656	4.4824E-4
1.636	4.2492E-4
1.615	4.0261E-4
1.595	3.8151E-4
1.575	3.6141E-4
1.554	3.4231E-4
1.534	3.2412E-4
1.514	3.0673E-4
1.493	2.9025E-4
1.473	2.7467E-4
1.453	2.597E-4
1.432	2.4543E-4
1.411	2.3186E-4
1.391	2.19E-4
1.371	2.0663E-4
1.351	1.9497E-4
1.33	1.8392E-4
1.31	1.7327E-4
1.29	1.6312E-4
1.27	1.5357E-4
1.249	1.4442E-4
1.228	1.3578E-4
1.208	1.2744E-4
1.188	1.197E-4
1.168	1.1226E-4
1.148	1.0523E-4
1.128	9.8593E-5
1.108	9.2362E-5
1.087	8.6533E-5
1.066	8.1005E-5
1.046	7.5779E-5
1.026	7.0955E-5
1.008	6.6432E-5
0.988	6.2312E-5
0.968	5.8492E-5
0.945	5.4975E-5
0.925	5.1658E-5
0.905	4.8744E-5
0.885	4.593E-5
0.867	4.3417E-5
0.847	4.1106E-5
0.824	3.8995E-5
0.806	3.7085E-5
0.784	3.5176E-5
0.766	3.3467E-5
0.744	3.1759E-5
0.724	3.0151E-5
0.703	2.8543E-5
0.684	2.7035E-5
0.664	2.5528E-5
0.642	2.402E-5
0.622	2.2513E-5
0.602	2.1005E-5
0.581	1.9497E-5
0.561	1.799E-5
0.541	1.6482E-5
0.519	1.4975E-5
0.499	1.3467E-5
0.481	1.206E-5
0.461	1.0553E-5
0.441	9.1457E-6
0.42	7.7387E-6
0.4	6.5327E-6
0.38	5.3266E-6
0.36	4.276E-6
0.341	3.3472E-6
0.32	2.549E-6
0.3	1.8872E-6
0.28	1.3521E-6
0.261	9.4065E-7
0.24	6.3205E-7
0.22	4.1539E-7
0.2	2.664E-7
0.18	1.6871E-7
0.16	1.0634E-7
0.15	8.4608E-8
0.14	6.7404E-8
0.13	5.3622E-8
0.12	4.2656E-8
0.11	3.4004E-8
0.1	2.6962E-8
0.09	2.1328E-8
0.08	1.67E-8
0.07	1.2877E-8
0.06	9.7586E-9
0.05	7.1429E-9
0.04	5.7344E-9
0.03	4.326E-9
0.02	2.8169E-9
0.01	1.4085E-9
