0.09	5.7799E-9
0.099	6.2775E-9
0.108	7.02392E-9
0.118	7.7512E-9
0.132	8.66988E-9
0.14	9.60772E-9
0.15	1.092836E-8
0.169	1.259334E-8
0.188	1.42776E-8
0.211	1.65742E-8
0.229	1.89474E-8
0.248	2.1665E-8
0.274	2.44402E-8
0.292	2.74832E-8
0.311	3.089E-8
0.333	3.48134E-8
0.353	3.8756E-8
0.371	4.3579E-8
0.393	4.87082E-8
0.412	5.34546E-8
0.432	5.90432E-8
0.453	6.5225E-8
0.473	7.07752E-8
0.492	7.77362E-8
0.514	8.71514E-8
0.533	9.67604E-8
0.552	1.070418E-7
0.571	1.183102E-7
0.594	1.27768E-7
0.613	1.3662E-7
0.629	1.44064E-7
0.651	1.50302E-7
0.67	1.57748E-7
0.69	1.66398E-7
0.711	1.74044E-7
0.73	1.83098E-7
0.749	1.9195E-7
0.772	1.97382E-7
0.791	2.0342E-7
0.81	2.0845E-7
0.83	2.11872E-7
0.851	2.15092E-7
0.871	2.18914E-7
0.89	2.21328E-7
0.912	2.24146E-7
0.931	2.26962E-7
0.95	2.3018E-7
0.971	2.33602E-7
0.991	2.36418E-7
1.013	2.39436E-7
1.053	2.4346E-7
1.093	2.47284E-7
1.133	2.51508E-7
1.173	2.5674E-7
1.213	2.61166E-7
1.253	2.6499E-7
1.294	2.69014E-7
1.334	2.72838E-7
1.374	2.75856E-7
1.414	2.79276E-7
1.454	2.82494E-7
1.494	2.85714E-7
1.534	2.89336E-7
1.574	2.92756E-7
1.615	2.95976E-7
1.655	2.99396E-7
1.695	3.02414E-7
1.735	3.04828E-7
1.775	3.07846E-7
1.815	3.10462E-7
1.855	3.12878E-7
1.895	3.15694E-7
1.935	3.18108E-7
1.975	3.21126E-7
2.015	3.25352E-7
2.115	3.2998E-7
2.215	3.3501E-7
2.315	3.41448E-7
2.415	3.47484E-7
2.516	3.53318E-7
2.615	3.59354E-7
2.716	3.6519E-7
2.815	3.70824E-7
2.916	3.7827E-7
3.016	3.87324E-7
