7E-6	-1,2380952381E-6
0,01114	0,0118952381
0,01836	0,0202238095
0,02913	0,0335047619
0,03891	0,046752381
0,05177	0,066047619
0,05915	0,0782857143
0,07069	0,0994285714
0,08171	0,1223809524
0,08843	0,1377142857
0,1011	0,1703809524
0,1114	0,2007619048
0,121	0,234
0,1305	0,2695238095
0,1411	0,3140952381
0,1513	0,3631904762
0,16	0,4142857143
0,1698	0,4751428571
0,18	0,5471428571
0,1912	0,6380952381
0,1994	0,7171428571
0,2102	0,8371428571
0,2182	0,9347619048
0,2313	1,1119047619
0,2384	1,2323809524
0,2504	1,4652380952
0,2617	1,7038095238
0,2685	1,8652380952
0,2814	2,2228571429
0,2911	2,5633333333
0,3011	2,9371428571
0,3112	3,3495238095
0,3203	3,8495238095
0,3308	4,4352380952
0,3404	5,080952381
0,3507	5,9523809524
0,3587	6,7
0,3705	8,019047619
0,3787	9,0523809524
0,3912	11,1142857143
0,4016	13,3904761905
0,4114	15,8857142857
0,4209	19,0428571429
0,4309	22,9571428571
0,4413	27,9904761905
0,4505	33,8047619048
0,4602	41,3380952381
0,4686	49,3333333333
0,4806	62,4285714286
0,4916	77,9523809524
0,5017	93,9047619048
0,511	112,2380952381
